    79.23918     76.95721     79.23918
    79.28054     76.99957     79.28054
    79.27405     76.99292     79.27405
    79.21612     76.93359     79.21612
    78.79961     76.50785     78.79961
    76.84060     74.52125     76.84060
    71.74518     69.42469     71.74518
    76.86500     74.54586     76.86500
    79.04261     76.75607     79.04261
    79.22987     76.94767     79.22987
    79.27120     76.99001     79.27120
    79.29151     77.01081     79.29151
    79.29802     77.01748     79.29802
    79.29273     77.01206     79.29273
    79.27080     76.98959     79.27080
    79.16690     76.88320     79.16690
    78.57559     76.27941     78.57559
    76.37215     74.04930     76.37215
    70.19398     67.88338     70.19398
    76.13250     73.80822     76.13250
    78.06078     75.75581     78.06078
    78.51498     76.21767     78.51498
    78.85388     76.56324     78.85388
    79.11263     76.82768     79.11263
    79.22744     76.94519     79.22744
    79.26755     76.98627     79.26755
    79.29029     77.00956     79.29029
    79.30005     77.01956     79.30005
    79.30412     77.02373     79.30412
    79.30290     77.02248     79.30290
    79.29924     77.01873     79.29924
    79.28989     77.00915     79.28989
    79.26552     76.98419     79.26552
    79.21046     76.92780     79.21046
    79.13632     76.85192     79.13632
    78.92179     76.63259     78.92179
    78.41587     76.11677     78.41587
    77.61272     75.30151     77.61272
    76.82575     74.50628     76.82575
    74.76173     72.43331     74.76173
    73.27755     70.95072     73.27755
    76.31671     73.99351     76.31671
    78.37876     76.07901     78.37876
    78.83144     76.54033     78.83144
    78.93367     76.64472     78.93367
    79.06138     76.77526     79.06138
    78.91625     76.62693     78.91625
    78.47841     76.18043     78.47841
    77.53339     75.22119     77.53339
    75.99669     73.67171     75.99669
    75.24412     72.91644     75.24412
    77.01872     74.70098     77.01872
    78.12617     75.82222     78.12617
    78.42315     76.12417     78.42315
    78.45728     76.15892     78.45728
    78.50342     76.20590     78.50342
    78.60346     76.30781     78.60346
    78.80982     76.51826     78.80982
    79.01151     76.72427     79.01151
    79.09259     76.80718     79.09259
    79.07058     76.78466     79.07058
    78.96301     76.67470     78.96301
    78.56244     76.26602     78.56244
    77.62372     75.31264     77.62372
    77.00377     74.68588     77.00377
    77.40319     75.08945     77.40319
    77.43113     75.11771     77.43113
    78.30708     76.00609     78.30708
    78.49303     76.19532     78.49303
    78.33830     76.03785     78.33830
    78.01395     75.70827     78.01395
    77.33333     75.01881     77.33333
    76.40027     74.07759     76.40027
    73.81839     71.49038     73.81839
    65.26954     63.00406     65.26954
    60.31751     58.10802     60.31751
    67.18057     64.89576     67.18057
    68.01035     65.71777     68.01035
    57.37310     55.19914     57.37310
    62.17542     59.94420     62.17542
    69.56908     67.26321     69.56908
    69.13304     66.83070     69.13304
    60.36919     58.15909     60.36919
    66.89318     64.61116     66.89318
    69.17713     66.87442     69.17713
    62.25508     60.02295     62.25508
    61.19140     58.97161     61.19140
    67.86888     65.57759     67.86888
    65.86705     63.59534     65.86705
    64.22806     61.97377     64.22806
    66.78371     64.50276     66.78371
    61.15061     58.93129     61.15061
    65.76635     63.49568     65.76635
    70.09725     67.78736     70.09725
    59.52933     57.32924     59.52933
    62.44980     60.21543     62.44980
    71.91063     69.58927     71.91063
    65.70134     63.43135     65.70134
    64.26793     62.01320     64.26793
    73.35049     71.02347     73.35049
    71.10601     68.78923     71.10601
    59.88010     57.67582     59.88010
    68.63132     66.33322     68.63132
    69.67122     67.36455     69.67122
    67.58334     65.29470     67.58334
    61.55035     59.32636     61.55035
    67.14658     64.86210     67.14658
    72.27879     69.95565     72.27879
    72.32450     70.00115     72.32450
    72.02812     69.70617     72.02812
    68.39638     66.10034     68.39638
    69.96374     67.65484     69.96374
    69.42429     67.11958     69.42429
    67.63535     65.34623     67.63535
    65.96142     63.68875     65.96142
    70.23493     67.92403     70.23493
    71.56922     69.24970     71.56922
    65.93529     63.66288     65.93529
    67.02647     64.74315     67.02647
    71.82999     69.50905     71.82999
    74.80057     72.47219     74.80057
    74.56356     72.23504     74.56356
    72.46560     70.14164     72.46560
    70.72821     68.41388     70.72821
    72.96711     70.64124     72.96711
    74.45999     72.13145     74.45999
    74.57076     72.24224     74.57076
    72.88378     70.55819     72.88378
    72.36294     70.03942     72.36294
    75.44665     73.11951     75.44665
    77.14804     74.83156     77.14804
    78.14877     75.84518     78.14877
    78.45882     76.16049     78.45882
    78.66053     76.36598     78.66053
    78.25617     75.95433     78.25617
    75.05777     72.72972     75.05777
    72.66908     70.34428     72.66908
    77.68906     75.37882     77.68906
    78.77765     76.48543     78.77765
    78.81021     76.51867     78.81021
    78.53541     76.23848     78.53541
    77.88198     75.57437     77.88198
    75.32431     72.99683     75.32431
    69.96613     67.65721     69.96613
    75.22710     72.89939     75.22710
    78.54197     76.24516     78.54197
    79.10061     76.81538     79.10061
    79.20683     76.92408     79.20683
    79.25052     76.96882     79.25052
    79.27364     76.99250     79.27364
    79.28948     77.00873     79.28948
    79.29599     77.01539     79.29599
    79.29883     77.01831     79.29883
    79.30046     77.01998     79.30046
    79.30453     77.02415     79.30453
    79.30982     77.02957     79.30982
    79.31145     77.03124     79.31145
    79.31104     77.03082     79.31104
    79.30982     77.02957     79.30982
    79.30656     77.02623     79.30656
    79.29883     77.01831     79.29883
    79.28989     77.00915     79.28989
    79.26309     76.98169     79.26309
    79.19996     76.91705     79.19996
    79.01271     76.72549     79.01271
    78.49996     76.20237     78.49996
    77.14983     74.83337     77.14983
    73.48784     71.16048     73.48784
    71.67583     69.35572     71.67583
    74.69829     72.36983     74.69829
    76.31636     73.99316     76.31636
    77.07650     74.75931     77.07650
    77.77087     75.46172     77.77087
    78.29300     75.99178     78.29300
    78.39482     76.09535     78.39482
    78.23911     75.93698     78.23911
    77.85488     75.54689     77.85488
    75.45841     73.13130     75.45841
    70.42450     68.11225     70.42450
    72.89007     70.56446     72.89007
    75.98472     73.65968     75.98472
    77.29002     74.97502     77.29002
    78.20163     75.89889     78.20163
    78.96539     76.67713     78.96539
    79.12909     76.84452     79.12909
    79.13472     76.85027     79.13472
    79.13230     76.84781     79.13230
    78.97333     76.68525     78.97333
    78.51999     76.22277     78.51999
    77.08186     74.76472     77.08186
    72.88661     70.56101     72.88661
    66.83572     64.55426     66.83572
    73.63585     71.30817     73.63585
    76.86181     74.54265     76.86181
    77.88904     75.58153     77.88904
    77.71224     75.40231     77.71224
    76.70419     74.38372     76.70419
    74.79860     72.47021     74.79860
    72.10783     69.78549     72.10783
    72.07506     69.75289     72.07506
    74.68351     72.35504     74.68351
    76.43154     74.10907     76.43154
    76.84979     74.53052     76.84979
    76.87526     74.55622     76.87526
    76.88943     74.57051     76.88943
    77.14768     74.83120     77.14768
    77.28425     74.96919     77.28425
    77.33623     75.02173     77.33623
    76.58393     74.26254     76.58393
    73.42261     71.09541     73.42261
    73.76258     71.43466     73.76258
    75.80575     73.47989     75.80575
    76.74359     74.42343     76.74359
    73.52607     71.19862     73.52607
    68.57302     66.27542     68.57302
    73.93345     71.60527     73.93345
    74.16101     71.83259     74.16101
    71.06717     68.75065     71.06717
    69.83795     67.53000     69.83795
    68.58001     66.28236     68.58001
    67.66353     65.37415     67.66353
    75.29288     72.96532     75.29288
    77.21622     74.90043     77.21622
    78.13408     75.83025     78.13408
    78.63294     76.33786     78.63294
    78.75494     76.46226     78.75494
    78.85900     76.56846     78.85900
    79.03782     76.75117     79.03782
    79.17898     76.89558     79.17898
    79.21612     76.93359     79.21612
    79.24080     76.95886     79.24080
    79.27932     76.99832     79.27932
    79.29395     77.01331     79.29395
    79.29436     77.01373     79.29436
    79.29233     77.01165     79.29233
    79.28054     76.99957     79.28054
    79.26025     76.97879     79.26025
    79.24647     76.96467     79.24647
    79.19875     76.91581     79.19875
    79.14034     76.85603     79.14034
    79.00594     76.71857     79.00594
    78.92733     76.63825     78.92733
    79.00156     76.71410     79.00156
    79.05539     76.76913     79.05539
    79.03383     76.74709     79.03383
    79.05858     76.77240     79.05858
    78.96102     76.67267     78.96102
    78.70376     76.41006     78.70376
    78.39405     76.09457     78.39405
    78.33259     76.03204     78.33259
    77.95605     75.64951     77.95605
    76.95079     74.63242     76.95079
    74.94579     72.61758     74.94579
    71.23848     68.92089     71.23848
    74.62382     72.29531     74.62382
    77.95941     75.65292     77.95941
    78.97691     76.68890     78.97691
    79.26918     76.98793     79.26918
    79.30697     77.02665     79.30697
    79.31063     77.03040     79.31063
    79.30168     77.02123     79.30168
    79.21774     76.93525     79.21774
    78.38411     76.08445     78.38411
    72.00682     69.68498     72.00682
    67.00224     64.71916     67.00224
    75.38961     73.06231     75.38961
    77.78269     75.47370     77.78269
    78.14689     75.84327     78.14689
    77.41915     75.10559     77.41915
    73.57295     71.24539     73.57295
    70.60022     68.28675     70.60022
    76.00730     73.68237     76.00730
    77.71032     75.40037     77.71032
    76.89580     74.57694     76.89580
    74.49140     72.16286     74.49140
    72.82758     70.50219     72.82758
    74.99312     72.66497     74.99312
    77.29579     74.98085     77.29579
    78.48726     76.18944     78.48726
    78.89332     76.60351     78.89332
    79.08578     76.80022     79.08578
    79.14396     76.85973     79.14396
    79.14517     76.86097     79.14517
    79.09540     76.81005     79.09540
    79.07018     76.78425     79.07018
    78.98605     76.69824     78.98605
    78.88977     76.59988     78.88977
    78.95507     76.66659     78.95507
    79.09179     76.80636     79.09179
    79.19471     76.91168     79.19471
    79.26106     76.97962     79.26106
    79.29477     77.01414     79.29477
    79.30371     77.02331     79.30371
    79.30656     77.02623     79.30656
    79.30697     77.02665     79.30697
    79.30534     77.02498     79.30534
    79.30371     77.02331     79.30371
    79.29761     77.01706     79.29761
    79.28095     76.99999     79.28095
    79.22097     76.93856     79.22097
    78.93287     76.64391     78.93287
    77.33803     75.02356     77.33803
    70.24869     67.93769     70.24869
    74.53969     72.21116     74.53969
    76.80951     74.48990     76.80951
    76.95505     74.63672     76.95505
    76.11360     73.78921     76.11360
    74.27740     71.94891     74.27740
    74.26733     71.93885     74.26733
    72.97089     70.64500     72.97089
    72.60376     70.27922     72.60376
    73.58922     71.26164     73.58922
    74.55866     72.23013     74.55866
    72.87593     70.55037     72.87593
    70.87643     68.56112     70.87643
    70.57165     68.25838     70.57165
    72.35983     70.03633     72.35983
    73.56018     71.23266     73.56018
    73.50281     71.17541     73.50281
    70.19398     67.88338     70.19398
    68.08756     65.79428     68.08756
    70.05967     67.75006     70.05967
    71.12543     68.80854     71.12543
    64.48660     62.22949     64.48660
    59.65859     57.45695     59.65859
    67.93063     65.63878     67.93063
    68.64153     66.34334     68.64153
    52.79010     50.67277     52.79010
    68.58293     66.28525     68.58293
    74.21997     71.89151     74.21997
    76.08476     73.76022     76.08476
    75.28519     72.95761     75.28519
    69.97684     67.66785     69.97684
    59.17739     56.98153     59.17739
    67.45734     65.16989     67.45734
    69.88342     67.57513     69.88342
    58.60958     56.42058     58.60958
    64.54812     62.29035     64.54812
    74.49818     72.16965     74.49818
    72.73135     70.40632     72.73135
    55.61397     53.46163     55.61397
    61.62523     59.40037     61.62523
    58.04546     55.86330     58.04546
    55.92313     53.76698     55.92313
    46.27266     44.23602     46.27266
    56.69479     54.52914     56.69479
    42.12408     40.13775     42.12408
    57.24745     55.07502     57.24745
    49.98235     47.89990     49.98235
    61.88344     59.65559     61.88344
    44.34697     42.33383     44.34697
    52.70014     50.58392     52.70014
    32.35016     30.47575     32.35016
    44.91186     42.89186     44.91186
    31.06663     29.20600     31.06663
    29.32341     27.48108     29.32341
    43.51168     41.50866     43.51168
    42.43285     40.44282     42.43285
    42.82538     40.83064     42.82538
    51.33884     49.23954     51.33884
