 628.287020 264.273184 131.932070 230.898274 327.351188 252.153911 458.988893 297.235961 198.730125 396.594114
 264.273184 630.166625 132.340308 328.816537 231.059412 460.545445 252.180423 198.764040 298.269877 397.405889
 131.932070 132.340308 52.762765 107.871651 107.580088 124.507783 124.126494 66.040220 66.273755 131.958402
 230.898274 328.816537 107.871651 246.159896 198.706192 303.709978 219.632825 139.755642 140.569599 279.389568
 327.351188 231.059412 107.580088 198.706192 244.987898 219.764135 302.315150 139.749766 139.836904 278.823927
 252.153911 460.545445 124.507783 303.709978 219.764135 408.045330 240.459224 177.264240 181.026779 354.408334
 458.988893 252.180423 124.126494 219.632825 302.315150 240.459224 406.442303 180.194523 177.274704 353.700085
 297.235961 198.764040 66.040220 139.755642 139.749766 177.264240 180.194523 496.000000 0.000000 0.000000
 198.730125 298.269877 66.273755 140.569599 139.836904 181.026779 177.274704 0.000000 497.000000 0.000000
 396.594114 397.405889 131.958402 279.389568 278.823927 354.408334 353.700085 0.000000 0.000000 794.000000
