  0.000199   0.999801
  0.000097   0.999903
  0.000113   0.999887
  0.000256   0.999744
  0.001302   0.998698
  0.006585   0.993415
  0.022212   0.977788
  0.006516   0.993484
  0.000688   0.999312
  0.000222   0.999778
  0.000120   0.999880
  0.000070   0.999930
  0.000054   0.999946
  0.000067   0.999933
  0.000121   0.999879
  0.000378   0.999622
  0.001877   0.998123
  0.007923   0.992077
  0.027335   0.972665
  0.008617   0.991383
  0.003229   0.996771
  0.002034   0.997966
  0.001164   0.998836
  0.000513   0.999487
  0.000228   0.999772
  0.000129   0.999871
  0.000073   0.999927
  0.000049   0.999951
  0.000039   0.999961
  0.000042   0.999958
  0.000051   0.999949
  0.000074   0.999926
  0.000134   0.999866
  0.000270   0.999730
  0.000454   0.999546
  0.000992   0.999008
  0.002292   0.997708
  0.004438   0.995562
  0.006627   0.993373
  0.012697   0.987303
  0.017297   0.982703
  0.008083   0.991917
  0.002389   0.997611
  0.001221   0.998779
  0.000962   0.999038
  0.000641   0.999359
  0.001006   0.998994
  0.002129   0.997871
  0.004655   0.995345
  0.009013   0.990987
  0.011241   0.988759
  0.006083   0.993917
  0.003055   0.996945
  0.002273   0.997727
  0.002184   0.997816
  0.002064   0.997936
  0.001805   0.998195
  0.001276   0.998724
  0.000766   0.999234
  0.000563   0.999437
  0.000618   0.999382
  0.000888   0.999112
  0.001911   0.998089
  0.004408   0.995592
  0.006125   0.993875
  0.005013   0.994987
  0.004936   0.995064
  0.002577   0.997423
  0.002091   0.997909
  0.002495   0.997505
  0.003354   0.996646
  0.005206   0.994794
  0.007842   0.992158
  0.015601   0.984399
  0.044433   0.955567
  0.062766   0.937234
  0.037657   0.962343
  0.034769   0.965231
  0.074186   0.925814
  0.055759   0.944241
  0.029437   0.970563
  0.030916   0.969084
  0.062569   0.937431
  0.038665   0.961335
  0.030766   0.969234
  0.055462   0.944538
  0.059451   0.940549
  0.035259   0.964741
  0.042296   0.957704
  0.048197   0.951803
  0.039050   0.960950
  0.059605   0.940395
  0.042655   0.957345
  0.027659   0.972341
  0.065785   0.934215
  0.054737   0.945262
  0.021674   0.978326
  0.042887   0.957113
  0.048052   0.951948
  0.017067   0.982933
  0.024306   0.975694
  0.064438   0.935562
  0.032630   0.967370
  0.029092   0.970908
  0.036251   0.963749
  0.058099   0.941900
  0.037776   0.962224
  0.020483   0.979517
  0.020336   0.979665
  0.021293   0.978707
  0.033437   0.966563
  0.028107   0.971893
  0.029927   0.970073
  0.036070   0.963930
  0.041960   0.958040
  0.027198   0.972802
  0.022786   0.977214
  0.042053   0.957947
  0.038197   0.961803
  0.021936   0.978064
  0.012579   0.987421
  0.013301   0.986699
  0.019882   0.980118
  0.025555   0.974445
  0.018280   0.981720
  0.013618   0.986382
  0.013279   0.986721
  0.018545   0.981455
  0.020212   0.979788
  0.010636   0.989364
  0.005721   0.994279
  0.002995   0.997005
  0.002180   0.997820
  0.001658   0.998342
  0.002711   0.997289
  0.011801   0.988199
  0.019230   0.980770
  0.004230   0.995770
  0.001358   0.998642
  0.001275   0.998725
  0.001981   0.998019
  0.003708   0.996292
  0.011001   0.988999
  0.028099   0.971901
  0.011292   0.988708
  0.001964   0.998036
  0.000543   0.999457
  0.000279   0.999721
  0.000171   0.999829
  0.000114   0.999886
  0.000075   0.999925
  0.000059   0.999941
  0.000052   0.999948
  0.000048   0.999952
  0.000038   0.999962
  0.000025   0.999975
  0.000021   0.999979
  0.000022   0.999978
  0.000025   0.999975
  0.000033   0.999967
  0.000052   0.999948
  0.000074   0.999926
  0.000140   0.999860
  0.000296   0.999704
  0.000763   0.999237
  0.002073   0.997927
  0.005716   0.994284
  0.016635   0.983365
  0.022438   0.977562
  0.012890   0.987110
  0.008084   0.991916
  0.005921   0.994079
  0.004008   0.995992
  0.002614   0.997386
  0.002347   0.997653
  0.002756   0.997244
  0.003781   0.996219
  0.010601   0.989399
  0.026565   0.973435
  0.018525   0.981475
  0.009048   0.990952
  0.005326   0.994674
  0.002855   0.997145
  0.000882   0.999118
  0.000472   0.999528
  0.000458   0.999542
  0.000464   0.999536
  0.000862   0.999138
  0.002021   0.997979
  0.005906   0.994094
  0.018536   0.981464
  0.038867   0.961133
  0.016171   0.983829
  0.006525   0.993475
  0.003689   0.996311
  0.004167   0.995833
