  0.961133   0.038867
  0.971298   0.028702
  0.958393   0.041607
  0.975006   0.024994
  0.974794   0.025206
  0.954525   0.045475
  0.956813   0.043187
  0.976147   0.023853
  0.974401   0.025599
  0.962936   0.037064
  0.964135   0.035865
  0.962902   0.037097
  0.958091   0.041909
  0.971301   0.028699
  0.936580   0.063420
  0.939513   0.060487
  0.969196   0.030804
  0.931685   0.068315
  0.951226   0.048774
  0.961066   0.038934
  0.917786   0.082214
  0.959211   0.040789
  0.947075   0.052925
  0.905256   0.094744
  0.945524   0.054476
  0.891241   0.108759
  0.935419   0.064581
  0.917974   0.082026
  0.857064   0.142936
  0.950965   0.049035
  0.931488   0.068512
  0.913771   0.086229
  0.974688   0.025312
  0.871820   0.128180
  0.892888   0.107112
  0.970212   0.029788
  0.876978   0.123022
  0.931369   0.068631
  0.944355   0.055645
  0.854583   0.145417
  0.944451   0.055549
  0.871469   0.128531
  0.915850   0.084150
  0.904506   0.095494
  0.930859   0.069141
  0.891201   0.108799
  0.922100   0.077900
  0.927156   0.072844
  0.896459   0.103541
  0.877978   0.122022
  0.846233   0.153767
  0.837882   0.162118
  0.860540   0.139460
  0.852480   0.147520
  0.868548   0.131452
  0.869986   0.130014
  0.892432   0.107568
  0.902368   0.097632
  0.883317   0.116683
  0.922519   0.077481
  0.884346   0.115653
  0.900595   0.099405
  0.908452   0.091548
  0.858599   0.141401
  0.884882   0.115118
  0.929339   0.070661
  0.900039   0.099961
  0.941451   0.058549
  0.894637   0.105363
  0.890451   0.109549
  0.933626   0.066374
  0.919915   0.080085
  0.921314   0.078686
  0.914629   0.085371
  0.895716   0.104284
  0.886907   0.113093
  0.861259   0.138741
  0.818845   0.181155
  0.881458   0.118542
  0.787257   0.212743
  0.890362   0.109638
  0.843830   0.156170
  0.861775   0.138225
  0.851621   0.148379
  0.810472   0.189528
  0.843212   0.156788
  0.856507   0.143493
  0.794735   0.205265
  0.908730   0.091270
  0.897878   0.102122
  0.891748   0.108252
  0.873798   0.126202
  0.856384   0.143616
  0.889496   0.110504
  0.865189   0.134811
  0.896809   0.103191
  0.893268   0.106732
  0.847215   0.152785
  0.851724   0.148276
  0.839529   0.160471
  0.843111   0.156889
  0.885881   0.114119
  0.763580   0.236420
  0.884856   0.115144
  0.854671   0.145329
  0.800575   0.199425
  0.932257   0.067743
  0.860346   0.139654
  0.893929   0.106071
  0.812708   0.187292
  0.861691   0.138309
  0.836122   0.163878
  0.815285   0.184715
  0.867972   0.132028
  0.820254   0.179746
  0.837039   0.162961
  0.752095   0.247905
  0.705789   0.294211
  0.833913   0.166087
  0.764494   0.235506
  0.796054   0.203946
  0.629529   0.370471
  0.686991   0.313009
  0.832378   0.167622
  0.685903   0.314097
  0.808942   0.191058
  0.837605   0.162395
  0.787796   0.212204
  0.801453   0.198547
  0.877866   0.122134
  0.839893   0.160107
  0.837429   0.162571
  0.887256   0.112744
  0.886708   0.113292
  0.854965   0.145035
  0.916010   0.083990
  0.848787   0.151212
  0.938300   0.061700
  0.887396   0.112604
  0.850748   0.149252
  0.853851   0.146149
  0.803673   0.196327
  0.891291   0.108709
  0.879280   0.120720
  0.856203   0.143797
  0.856979   0.143021
  0.844380   0.155620
  0.866714   0.133286
  0.910841   0.089159
  0.877240   0.122760
  0.892014   0.107986
  0.864452   0.135548
  0.859678   0.140322
  0.846731   0.153269
  0.892418   0.107582
  0.911117   0.088883
  0.818685   0.181315
  0.862858   0.137142
  0.848812   0.151188
  0.791017   0.208983
  0.935698   0.064302
  0.741496   0.258504
  0.544902   0.455098
  0.861324   0.138676
  0.830447   0.169553
  0.722826   0.277174
  0.835434   0.164566
  0.794724   0.205276
  0.822492   0.177508
  0.893577   0.106423
  0.709522   0.290478
  0.834581   0.165419
  0.858797   0.141203
  0.827336   0.172664
  0.904583   0.095417
  0.865272   0.134728
  0.881176   0.118824
  0.854095   0.145905
  0.847647   0.152353
  0.873312   0.126688
  0.859967   0.140034
  0.847802   0.152198
  0.840015   0.159985
  0.859028   0.140972
  0.879375   0.120625
  0.832170   0.167830
  0.890521   0.109479
  0.862166   0.137834
  0.917859   0.082141
  0.907936   0.092064
  0.858254   0.141746
  0.920482   0.079518
  0.840686   0.159314
  0.892658   0.107342
  0.816314   0.183686
  0.877895   0.122105
  0.846517   0.153483
  0.854828   0.145172
  0.828664   0.171336
  0.829384   0.170616
  0.837274   0.162726
  0.787013   0.212987
  0.823349   0.176651
  0.841952   0.158048
  0.860986   0.139014
  0.901434   0.098566
  0.788968   0.211032
  0.851835   0.148165
  0.854676   0.145324
  0.847633   0.152367
  0.849321   0.150679
  0.861927   0.138073
  0.874440   0.125560
  0.844137   0.155863
  0.851481   0.148519
  0.839175   0.160825
  0.862497   0.137503
  0.854522   0.145478
  0.871542   0.128458
  0.904036   0.095964
  0.867101   0.132899
  0.891265   0.108735
  0.886721   0.113279
  0.853264   0.146736
  0.889293   0.110707
  0.873793   0.126207
  0.823031   0.176969
  0.880203   0.119797
  0.852622   0.147378
  0.916012   0.083988
  0.877513   0.122487
  0.889351   0.110649
  0.875183   0.124817
  0.867281   0.132719
  0.859484   0.140516
  0.816608   0.183392
  0.826290   0.173710
  0.846739   0.153261
  0.801924   0.198076
  0.860575   0.139425
  0.853623   0.146377
  0.921168   0.078832
  0.840133   0.159867
  0.937735   0.062265
  0.879796   0.120204
  0.968336   0.031664
  0.886442   0.113558
  0.937984   0.062016
  0.908616   0.091384
  0.881103   0.118897
  0.840962   0.159038
  0.858265   0.141735
  0.816254   0.183746
  0.794998   0.205002
  0.801877   0.198123
  0.623451   0.376549
  0.794264   0.205736
  0.641222   0.358778
  0.568889   0.431111
  0.637707   0.362293
  0.581351   0.418649
  0.553999   0.446001
  0.659454   0.340546
  0.638489   0.361511
  0.470642   0.529358
  0.336138   0.663862
  0.428821   0.571179
  0.444660   0.555340
  0.453628   0.546372
  0.433226   0.566774
  0.393845   0.606155
  0.438694   0.561306
  0.457722   0.542278
  0.479847   0.520153
  0.513141   0.486859
  0.593004   0.406996
  0.697688   0.302312
